name,year,km_driven,fuel,seller_type,transmission,owner,age,brand,km_per_year
Nissan Micra Active XV,2014,63840,Petrol,Dealer,Manual,First Owner,11,Nissan,5803.636363636364
Ford Figo Diesel Titanium,2014,125000,Diesel,Individual,Manual,Second Owner,11,Ford,11363.636363636364
Hyundai Santro GS,2006,120000,Petrol,Individual,Manual,Second Owner,19,Hyundai,6315.789473684211
Maruti Wagon R VXI BS IV,2015,40000,Petrol,Individual,Manual,First Owner,10,Maruti,4000.0
Maruti Baleno Delta Automatic,2018,25000,Petrol,Individual,Automatic,First Owner,7,Maruti,3571.4285714285716
Skoda Rapid 1.5 TDI AT Ambition,2015,46957,Diesel,Dealer,Automatic,First Owner,10,Skoda,4695.7
Maruti Ciaz VDI SHVS,2017,55545,Diesel,Dealer,Manual,First Owner,8,Maruti,6943.125
Mahindra Bolero SLE BSIII,2007,230000,Diesel,Individual,Manual,Second Owner,18,Mahindra,12777.777777777776
Ford Figo Diesel Titanium,2011,100000,Diesel,Individual,Manual,Second Owner,14,Ford,7142.857142857143
Maruti Wagon R LXI Minor,2009,70000,Petrol,Individual,Manual,First Owner,16,Maruti,4375.0
Mahindra XUV500 W6 2WD,2014,151000,Diesel,Individual,Manual,Second Owner,11,Mahindra,13727.272727272728
Mahindra Scorpio M2DI,2014,120000,Diesel,Individual,Manual,First Owner,11,Mahindra,10909.09090909091
Maruti Alto 800 VXI,2020,1000,Petrol,Individual,Manual,First Owner,5,Maruti,200.0
Maruti Swift Dzire AMT ZXI Plus BS IV,2017,8000,Petrol,Individual,Automatic,First Owner,8,Maruti,1000.0
Maruti Wagon R VXI BS IV,2013,80000,Petrol,Dealer,Manual,First Owner,12,Maruti,6666.666666666667
Hyundai Santro Xing XG,2005,120000,Petrol,Individual,Manual,Second Owner,20,Hyundai,6000.0
BMW 7 Series 730Ld,2006,30000,Diesel,Dealer,Automatic,First Owner,19,BMW,1578.9473684210527
Volkswagen Vento Petrol Highline,2011,60000,Petrol,Individual,Manual,First Owner,14,Volkswagen,4285.714285714285
Hyundai Verna 1.6 SX CRDi (O),2013,110000,Diesel,Individual,Manual,Third Owner,12,Hyundai,9166.666666666666
Toyota Etios Cross 1.2L G,2015,23839,Petrol,Dealer,Manual,First Owner,10,Toyota,2383.9
Nissan Sunny Diesel XV,2012,170000,Diesel,Individual,Manual,First Owner,13,Nissan,13076.923076923076
Maruti Ritz VDi,2012,80000,Diesel,Individual,Manual,Second Owner,13,Maruti,6153.846153846154
Hyundai Grand i10 Sportz,2014,120000,Petrol,Individual,Manual,First Owner,11,Hyundai,10909.09090909091
Mahindra Xylo D4 BSIV,2013,151624,Diesel,Individual,Manual,Second Owner,12,Mahindra,12635.333333333334
Maruti Alto LXi,2006,80000,Petrol,Individual,Manual,Third Owner,19,Maruti,4210.526315789473
Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,2008,89600,Diesel,Individual,Manual,Third Owner,17,Toyota,5270.588235294118
Chevrolet Spark 1.0 LS,2008,35000,Petrol,Individual,Manual,Second Owner,17,Chevrolet,2058.823529411765
Maruti Alto STD,2009,70000,Petrol,Individual,Manual,First Owner,16,Maruti,4375.0
Maruti Wagon R LXI DUO BSIII,2007,70000,LPG,Individual,Manual,Third Owner,18,Maruti,3888.8888888888887
Audi Q5 2.0 TDI,2011,175900,Diesel,Dealer,Automatic,First Owner,14,Audi,12564.285714285714
Tata Indica GLS BS IV,2009,120000,Petrol,Individual,Manual,Second Owner,16,Tata,7500.0
Maruti Wagon R VXI BS IV with ABS,2014,64000,Petrol,Individual,Manual,Second Owner,11,Maruti,5818.181818181818
Maruti Alto LX,2008,54000,Petrol,Dealer,Manual,First Owner,17,Maruti,3176.470588235294
Toyota Corolla H2,2005,100000,Petrol,Individual,Manual,Fourth & Above Owner,20,Toyota,5000.0
Mahindra Ingenio CRDe,2015,210000,Diesel,Individual,Manual,First Owner,10,Mahindra,21000.0
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2014,100000,Diesel,Individual,Automatic,Second Owner,11,Mercedes-Benz,9090.90909090909
Honda Brio V MT,2012,42000,Petrol,Dealer,Manual,Second Owner,13,Honda,3230.769230769231
Chevrolet Beat Diesel LS,2012,50000,Diesel,Individual,Manual,First Owner,13,Chevrolet,3846.153846153846
Maruti Swift VXI,2019,40000,Petrol,Individual,Manual,First Owner,6,Maruti,6666.666666666667
Mahindra XUV500 W6 2WD,2014,68000,Diesel,Dealer,Manual,First Owner,11,Mahindra,6181.818181818182
Renault Duster 85PS Diesel RxL,2013,1000,Diesel,Dealer,Manual,Second Owner,12,Renault,83.33333333333333
Honda City 1.3 EXI,1998,120000,Petrol,Individual,Manual,Second Owner,27,Honda,4444.444444444444
Maruti Alto LXi,2007,100000,Petrol,Individual,Manual,Second Owner,18,Maruti,5555.555555555556
Ford Figo 1.5 Sports Edition MT,2017,43235,Diesel,Dealer,Manual,First Owner,8,Ford,5404.375
Hyundai i10 Sportz,2011,25000,Petrol,Individual,Manual,First Owner,14,Hyundai,1785.7142857142858
Maruti 800 AC,2002,100000,Petrol,Individual,Manual,Second Owner,23,Maruti,4347.826086956522
Hyundai Accent GLE CNG,2009,70000,CNG,Individual,Manual,Third Owner,16,Hyundai,4375.0
Maruti Alto K10 VXI Airbag,2018,25000,Petrol,Individual,Manual,First Owner,7,Maruti,3571.4285714285716
Maruti Zen Estilo 1.1 LXI BSIII,2008,80000,Petrol,Individual,Manual,Fourth & Above Owner,17,Maruti,4705.882352941177
Hyundai i10 Asta AT,2011,50000,Petrol,Individual,Automatic,Second Owner,14,Hyundai,3571.4285714285716
Honda Amaze VX i-DTEC,2018,74800,Diesel,Individual,Manual,First Owner,7,Honda,10685.714285714286
Tata Indica GLS BS IV,2008,110000,Petrol,Individual,Manual,Third Owner,17,Tata,6470.588235294118
Volkswagen CrossPolo 1.2 MPI,2016,110000,Petrol,Individual,Manual,First Owner,9,Volkswagen,12222.222222222224
Hyundai Xcent 1.1 CRDi SX Option,2016,30000,Diesel,Individual,Manual,First Owner,9,Hyundai,3333.3333333333335
Mahindra XUV500 W10 2WD,2018,50000,Diesel,Individual,Manual,First Owner,7,Mahindra,7142.857142857143
Mahindra Verito Vibe 1.5 dCi D6,2015,40000,Diesel,Individual,Manual,First Owner,10,Mahindra,4000.0
Chevrolet Spark 1.0 LS,2010,45000,Petrol,Individual,Manual,Second Owner,15,Chevrolet,3000.0
Tata Hexa XT 4X4,2017,3000,Diesel,Individual,Manual,First Owner,8,Tata,375.0
Ford Endeavour 3.2 Titanium AT 4X4,2016,126000,Diesel,Dealer,Automatic,First Owner,9,Ford,14000.0
Maruti Wagon R LXI BS IV,2011,50000,Petrol,Individual,Manual,First Owner,14,Maruti,3571.4285714285716
Tata Nano CX SE,2015,45000,Petrol,Dealer,Manual,First Owner,10,Tata,4500.0
Mahindra Scorpio 2.6 CRDe,2005,250000,Diesel,Individual,Manual,Second Owner,20,Mahindra,12500.0
Tata Indica Vista Aqua TDI BSIII,2011,70000,Diesel,Individual,Manual,First Owner,14,Tata,5000.0
Maruti 800 Std,2004,90000,Petrol,Individual,Manual,Second Owner,21,Maruti,4285.714285714285
Maruti Swift Dzire VDI,2015,58000,Diesel,Individual,Manual,First Owner,10,Maruti,5800.0
Ford Figo 1.5D Trend MT,2017,40000,Diesel,Individual,Manual,First Owner,8,Ford,5000.0
Mahindra Scorpio S2 7 Seater,2016,161327,Diesel,Individual,Manual,First Owner,9,Mahindra,17925.222222222223
Fiat Punto 1.3 Emotion,2010,210000,Diesel,Individual,Manual,Second Owner,15,Fiat,14000.0
Nissan Micra XL,2014,40000,Petrol,Individual,Manual,Second Owner,11,Nissan,3636.363636363637
Maruti Swift Dzire Tour LDI,2014,190621,Diesel,Dealer,Manual,First Owner,11,Maruti,17329.18181818182
Maruti Alto LXi BSIII,2008,60000,Petrol,Individual,Manual,Second Owner,17,Maruti,3529.4117647058824
Maruti Swift VDI,2012,46000,Diesel,Individual,Manual,First Owner,13,Maruti,3538.4615384615386
Maruti Alto 800 VXI,2018,5000,Petrol,Individual,Manual,First Owner,7,Maruti,714.2857142857143
Renault Duster 110PS Diesel RxZ,2012,110000,Diesel,Individual,Manual,Second Owner,13,Renault,8461.538461538461
Maruti Zen LXi BSII,2002,80000,Petrol,Individual,Manual,Second Owner,23,Maruti,3478.2608695652175
Chevrolet Beat Diesel,2012,90000,Diesel,Individual,Manual,Second Owner,13,Chevrolet,6923.076923076923
Honda BR-V i-DTEC VX MT,2017,24000,Diesel,Dealer,Manual,First Owner,8,Honda,3000.0
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2017,100000,Diesel,Individual,Manual,First Owner,8,Toyota,12500.0
Volkswagen Jetta 1.9 TDI Trendline,2009,140000,Diesel,Individual,Manual,First Owner,16,Volkswagen,8750.0
Ford EcoSport 1.5 Petrol Titanium Plus AT BSIV,2015,48238,Petrol,Trustmark Dealer,Automatic,First Owner,10,Ford,4823.8
Toyota Etios VX,2012,80000,Petrol,Individual,Manual,Third Owner,13,Toyota,6153.846153846154
Tata Nano Cx BSIV,2012,35000,Petrol,Individual,Manual,Second Owner,13,Tata,2692.3076923076924
Maruti Zen Estilo VXI BSIV,2010,50000,Petrol,Individual,Manual,Second Owner,15,Maruti,3333.3333333333335
Volkswagen Polo 1.5 TDI Highline,2015,70000,Diesel,Individual,Manual,First Owner,10,Volkswagen,7000.0
Maruti Ritz VDi,2014,133000,Diesel,Individual,Manual,First Owner,11,Maruti,12090.90909090909
Jaguar XF 2.2 Litre Luxury,2014,28000,Diesel,Dealer,Automatic,First Owner,11,Jaguar,2545.4545454545455
Ford Figo Diesel EXI,2014,89741,Diesel,Dealer,Manual,Second Owner,11,Ford,8158.272727272727
Ford Endeavour 2.2 Titanium AT 4X2,2019,10000,Diesel,Individual,Automatic,First Owner,6,Ford,1666.6666666666667
Chevrolet Beat LT Option,2016,41000,Petrol,Dealer,Manual,First Owner,9,Chevrolet,4555.555555555556
Maruti Alto LXi,2010,30000,Petrol,Individual,Manual,First Owner,15,Maruti,2000.0
Volkswagen Vento 1.5 TDI Highline AT,2016,48980,Diesel,Dealer,Automatic,First Owner,9,Volkswagen,5442.222222222223
Maruti Baleno Zeta Automatic,2018,26000,Petrol,Individual,Automatic,First Owner,7,Maruti,3714.285714285714
Audi Q5 3.0 TDI Quattro Technology,2015,30000,Diesel,Dealer,Automatic,First Owner,10,Audi,3000.0
Maruti Wagon R LXI DUO BS IV,2012,60000,LPG,Individual,Manual,First Owner,13,Maruti,4615.384615384615
Tata Sumo Gold EX,2016,42000,Diesel,Individual,Manual,First Owner,9,Tata,4666.666666666667
Honda City i VTEC V,2015,10000,Petrol,Individual,Manual,First Owner,10,Honda,1000.0
Maruti Eeco 7 Seater Standard BSIV,2017,30000,Petrol,Individual,Manual,First Owner,8,Maruti,3750.0
Mahindra XUV500 W8 2WD,2013,100000,Diesel,Individual,Manual,Second Owner,12,Mahindra,8333.333333333334
Tata Indica Vista TDI LS,2011,120000,Diesel,Individual,Manual,Second Owner,14,Tata,8571.42857142857
Maruti Ritz VXi,2010,42000,Petrol,Individual,Manual,First Owner,15,Maruti,2800.0
Maruti Alto 800 LXI,2018,16584,Petrol,Dealer,Manual,First Owner,7,Maruti,2369.1428571428573
Volkswagen Vento 1.5 TDI Comfortline AT,2014,70000,Diesel,Individual,Automatic,First Owner,11,Volkswagen,6363.636363636364
Maruti Swift VDI BSIV,2015,105000,Diesel,Dealer,Manual,First Owner,10,Maruti,10500.0
Renault Duster 85PS Diesel RxL,2013,80000,Diesel,Individual,Manual,Second Owner,12,Renault,6666.666666666667
Mahindra Scorpio VLX 2WD BSIV,2014,130000,Diesel,Individual,Manual,Third Owner,11,Mahindra,11818.181818181818
Maruti Swift Dzire VDi,2012,140000,Diesel,Individual,Manual,Second Owner,13,Maruti,10769.23076923077
Tata Indigo GLE BSIII,2008,42000,Petrol,Dealer,Manual,First Owner,17,Tata,2470.5882352941176
Tata Manza Club Class Quadrajet90 VX,2013,60400,Diesel,Individual,Manual,First Owner,12,Tata,5033.333333333333
Hyundai EON LPG Magna Plus,2012,90000,LPG,Individual,Manual,First Owner,13,Hyundai,6923.076923076923
Chevrolet Cruze LTZ AT,2017,73000,Diesel,Dealer,Automatic,First Owner,8,Chevrolet,9125.0
Maruti Swift Dzire VDI,2019,40000,Diesel,Individual,Manual,First Owner,6,Maruti,6666.666666666667
Mahindra XUV500 W8 2WD,2015,110000,Diesel,Individual,Manual,Second Owner,10,Mahindra,11000.0
Honda City i DTEC SV,2015,63240,Diesel,Trustmark Dealer,Manual,First Owner,10,Honda,6324.0
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2013,35299,Petrol,Dealer,Manual,First Owner,12,Hyundai,2941.5833333333335
Hyundai Verna 1.6 CRDi AT SX,2017,31000,Diesel,Dealer,Automatic,First Owner,8,Hyundai,3875.0
Maruti Alto K10 2010-2014 VXI,2011,90000,Petrol,Individual,Manual,Second Owner,14,Maruti,6428.571428571428
Chevrolet Optra 1.6 LS,2005,126000,Petrol,Individual,Manual,Second Owner,20,Chevrolet,6300.0
Volkswagen Vento Petrol Highline AT,2011,70000,Petrol,Individual,Automatic,Third Owner,14,Volkswagen,5000.0
Maruti Zen Estilo LXI Green (CNG),2010,80000,CNG,Individual,Manual,Fourth & Above Owner,15,Maruti,5333.333333333333
Maruti Eeco 5 STR With AC Plus HTR CNG,2012,70000,CNG,Individual,Manual,Second Owner,13,Maruti,5384.615384615385
Maruti Ertiga SHVS LDI,2017,40000,Diesel,Individual,Manual,First Owner,8,Maruti,5000.0
Hyundai i10 Magna 1.1,2008,60000,Petrol,Individual,Manual,Fourth & Above Owner,17,Hyundai,3529.4117647058824
Maruti Vitara Brezza VDi Option,2017,50000,Diesel,Individual,Manual,First Owner,8,Maruti,6250.0
Ford Figo Diesel Titanium,2010,90000,Diesel,Individual,Manual,Third Owner,15,Ford,6000.0
Ford Aspire Titanium BSIV,2020,1010,Petrol,Dealer,Manual,Test Drive Car,5,Ford,202.0
Hyundai Santro Xing XG,2006,110000,Petrol,Individual,Manual,Third Owner,19,Hyundai,5789.473684210527
Maruti Swift Dzire AMT VDI,2019,22000,Diesel,Individual,Automatic,First Owner,6,Maruti,3666.6666666666665
Volkswagen Polo 2015-2019 1.2 MPI Highline,2017,18591,Petrol,Dealer,Manual,First Owner,8,Volkswagen,2323.875
Maruti Ciaz S 1.3,2018,30000,Diesel,Individual,Manual,First Owner,7,Maruti,4285.714285714285
Renault KWID RXT Optional,2016,30000,Petrol,Individual,Manual,First Owner,9,Renault,3333.3333333333335
Hyundai Santro Xing GLS,2014,50000,Petrol,Individual,Manual,Second Owner,11,Hyundai,4545.454545454545
Hyundai Santro Xing XG eRLX Euro III,2005,170000,Petrol,Individual,Manual,Third Owner,20,Hyundai,8500.0
Maruti Ignis 1.2 AMT Alpha BSIV,2018,25000,Petrol,Individual,Automatic,First Owner,7,Maruti,3571.4285714285716
Mahindra Xylo D2 BS IV,2015,100000,Diesel,Individual,Manual,Third Owner,10,Mahindra,10000.0
Hyundai i10 Era 1.1 iTech SE,2011,46000,Petrol,Individual,Manual,First Owner,14,Hyundai,3285.714285714286
Renault KWID RXT,2017,16000,Petrol,Individual,Manual,First Owner,8,Renault,2000.0
Maruti Wagon R VXI BSIII,2012,40000,Petrol,Individual,Manual,Second Owner,13,Maruti,3076.923076923077
Skoda Laura L n K 1.9 PD,2006,75000,Diesel,Individual,Manual,Second Owner,19,Skoda,3947.368421052632
Toyota Fortuner 3.0 Diesel,2010,205000,Diesel,Individual,Manual,Second Owner,15,Toyota,13666.666666666666
Maruti Ertiga VXI,2014,20000,Petrol,Individual,Manual,First Owner,11,Maruti,1818.1818181818185
Hyundai Creta 1.4 CRDi S,2016,60000,Diesel,Individual,Manual,First Owner,9,Hyundai,6666.666666666667
Honda Civic 1.8 S AT,2006,70000,Petrol,Individual,Automatic,First Owner,19,Honda,3684.2105263157896
Tata Indigo CR4,2012,120000,Diesel,Individual,Manual,First Owner,13,Tata,9230.76923076923
Maruti Wagon R VXi BSII,2011,59000,Petrol,Individual,Manual,Second Owner,14,Maruti,4214.285714285715
Chevrolet Aveo U-VA 1.2 LS,2010,60000,Petrol,Individual,Manual,First Owner,15,Chevrolet,4000.0
Hyundai Santro Xing GL Plus LPG,2011,60000,LPG,Individual,Manual,Second Owner,14,Hyundai,4285.714285714285
Ford Figo 1.5P Titanium AT,2018,1452,Petrol,Dealer,Automatic,First Owner,7,Ford,207.42857142857144
Jeep Compass 2.0 Longitude Option BSIV,2017,22038,Diesel,Individual,Manual,First Owner,8,Jeep,2754.75
Maruti Alto VXi,2015,26134,Petrol,Dealer,Manual,First Owner,10,Maruti,2613.4
Chevrolet Beat LS,2010,60000,Petrol,Individual,Manual,Second Owner,15,Chevrolet,4000.0
Maruti Vitara Brezza ZDi Plus,2018,10000,Diesel,Individual,Manual,First Owner,7,Maruti,1428.571428571429
Tata Manza Aura Quadrajet,2009,60000,Diesel,Individual,Manual,Third Owner,16,Tata,3750.0
Hyundai Xcent 1.2 Kappa Base,2014,60000,Petrol,Individual,Manual,Second Owner,11,Hyundai,5454.545454545455
Maruti Wagon R LX BSIII,2007,110000,Petrol,Individual,Manual,First Owner,18,Maruti,6111.111111111111
Tata Indica Vista Quadrajet LS,2012,80000,Diesel,Individual,Manual,Second Owner,13,Tata,6153.846153846154
Tata Indica GLS BS IV,2007,130000,Petrol,Individual,Manual,Second Owner,18,Tata,7222.222222222223
Maruti Omni E MPI STD BS IV,2016,5800,Petrol,Individual,Manual,Second Owner,9,Maruti,644.4444444444445
Ford Figo Diesel Celebration Edition,2013,50000,Diesel,Individual,Manual,First Owner,12,Ford,4166.666666666667
Hyundai Creta 1.6 CRDi SX,2016,85000,Diesel,Individual,Manual,First Owner,9,Hyundai,9444.444444444443
Ford EcoSport 1.5 Diesel Trend BSIV,2018,1000,Diesel,Individual,Manual,First Owner,7,Ford,142.85714285714286
Tata Indica Vista Quadrajet LX,2011,80000,Diesel,Individual,Manual,First Owner,14,Tata,5714.285714285715
Honda City 1.5 V AT Exclusive,2008,77000,Petrol,Individual,Automatic,Third Owner,17,Honda,4529.411764705882
Chevrolet Enjoy TCDi LT 7 Seater,2014,71014,Diesel,Dealer,Manual,First Owner,11,Chevrolet,6455.818181818182
Tata Tiago 1.2 Revotron XT,2018,80000,Petrol,Individual,Manual,First Owner,7,Tata,11428.57142857143
Maruti Eeco Smiles 5 Seater AC,2014,30000,Petrol,Dealer,Manual,First Owner,11,Maruti,2727.2727272727275
Ford Endeavour 3.0L 4X4 AT,2011,90000,Diesel,Individual,Automatic,Second Owner,14,Ford,6428.571428571428
Chevrolet Tavera Neo 3 9 Str BSIII,2016,120000,Diesel,Individual,Manual,First Owner,9,Chevrolet,13333.333333333334
Hyundai Verna 1.6 SX,2012,86000,Diesel,Dealer,Manual,Second Owner,13,Hyundai,6615.384615384615
Maruti Swift Dzire LDI,2013,80000,Diesel,Individual,Manual,Fourth & Above Owner,12,Maruti,6666.666666666667
Tata Aria Pleasure 4x2,2012,70000,Diesel,Individual,Manual,Second Owner,13,Tata,5384.615384615385
Maruti Wagon R LXI Minor,2009,70000,Petrol,Individual,Manual,First Owner,16,Maruti,4375.0
Maruti Alto 800 VXI,2017,20000,Petrol,Individual,Manual,First Owner,8,Maruti,2500.0
Ford Figo Diesel LXI,2011,76736,Diesel,Dealer,Manual,Second Owner,14,Ford,5481.142857142857
Maruti Swift VDI,2011,70000,Diesel,Individual,Manual,Third Owner,14,Maruti,5000.0
Hyundai Elite i20 Sportz Plus Dual Tone BSIV,2019,5200,Petrol,Individual,Manual,First Owner,6,Hyundai,866.6666666666666
Renault KWID 1.0 RXT Optional,2017,60000,Petrol,Individual,Manual,First Owner,8,Renault,7500.0
Tata Manza ELAN Quadrajet BS IV,2011,80000,Diesel,Individual,Manual,Third Owner,14,Tata,5714.285714285715
Tata Tiago 1.05 Revotorq XE,2016,38000,Diesel,Dealer,Manual,First Owner,9,Tata,4222.222222222223
Toyota Etios V,2011,51687,Petrol,Dealer,Manual,First Owner,14,Toyota,3691.928571428571
Maruti 800 AC,2014,75000,Petrol,Individual,Manual,Second Owner,11,Maruti,6818.181818181818
Hyundai Sonata 2.4L AT,2006,80000,Petrol,Individual,Automatic,Fourth & Above Owner,19,Hyundai,4210.526315789473
Chevrolet Cruze LTZ AT,2012,120000,Diesel,Individual,Automatic,Third Owner,13,Chevrolet,9230.76923076923
Maruti Ritz VDi,2012,110000,Diesel,Individual,Manual,Fourth & Above Owner,13,Maruti,8461.538461538461
Hyundai Getz 1.5 CRDi GVS,2008,154000,Diesel,Individual,Manual,Third Owner,17,Hyundai,9058.823529411764
Honda Amaze V Diesel BSIV,2018,20000,Diesel,Individual,Manual,First Owner,7,Honda,2857.1428571428573
Ford Fiesta Classic 1.4 Duratorq CLXI,2012,90165,Diesel,Dealer,Manual,First Owner,13,Ford,6935.7692307692305
Mahindra Scorpio SLX 2.6 Turbo 8 Str,2007,160000,Diesel,Individual,Manual,Second Owner,18,Mahindra,8888.888888888889
Maruti Wagon R LXI DUO BSIII,2008,152000,LPG,Individual,Manual,Second Owner,17,Maruti,8941.176470588236
Maruti Swift Dzire VDI,2013,55000,Diesel,Individual,Manual,First Owner,12,Maruti,4583.333333333333
Honda Amaze VX AT i-Vtech,2014,46000,Petrol,Dealer,Automatic,First Owner,11,Honda,4181.818181818182
Chevrolet Enjoy 1.3 TCDi LS 8,2015,175000,Diesel,Individual,Manual,First Owner,10,Chevrolet,17500.0
Maruti 800 DUO AC LPG,2009,50000,LPG,Individual,Manual,Second Owner,16,Maruti,3125.0
Datsun GO Plus T,2017,10171,Petrol,Dealer,Manual,First Owner,8,Datsun,1271.375
Maruti Wagon R VXI,2016,33000,Petrol,Dealer,Manual,First Owner,9,Maruti,3666.6666666666665
Chevrolet Cruze LTZ,2014,52000,Diesel,Dealer,Manual,First Owner,11,Chevrolet,4727.272727272727
Hyundai i20 Active 1.4 SX,2018,40000,Diesel,Individual,Manual,First Owner,7,Hyundai,5714.285714285715
Volkswagen Polo Diesel Highline 1.2L,2013,115000,Diesel,Individual,Manual,Third Owner,12,Volkswagen,9583.333333333334
Hyundai Verna 1.6 SX CRDi (O),2013,71000,Diesel,Dealer,Manual,First Owner,12,Hyundai,5916.666666666667
Maruti Swift VDI,2013,60000,Diesel,Individual,Manual,First Owner,12,Maruti,5000.0
Volkswagen Polo SR Petrol 1.2L,2013,50000,Petrol,Individual,Manual,First Owner,12,Volkswagen,4166.666666666667
Maruti Swift VDI BSIV,2015,140000,Diesel,Individual,Manual,Third Owner,10,Maruti,14000.0
Maruti Swift VDI BSIV,2017,80362,Diesel,Individual,Manual,First Owner,8,Maruti,10045.25
Toyota Fortuner 2.8 2WD AT BSIV,2017,57000,Diesel,Individual,Automatic,First Owner,8,Toyota,7125.0
Maruti Wagon R LXI BS IV,2017,50000,Petrol,Individual,Manual,First Owner,8,Maruti,6250.0
Maruti Alto 800 VXI,2018,40000,Petrol,Individual,Manual,First Owner,7,Maruti,5714.285714285715
Chevrolet Beat Diesel LT,2012,70000,Diesel,Individual,Manual,Second Owner,13,Chevrolet,5384.615384615385
Maruti Swift 1.3 LXI,2007,80000,Petrol,Individual,Manual,Second Owner,18,Maruti,4444.444444444444
Hyundai Grand i10 CRDi Magna,2015,60000,Diesel,Individual,Manual,Second Owner,10,Hyundai,6000.0
Mahindra Bolero Power Plus SLX,2016,95000,Diesel,Individual,Manual,Second Owner,9,Mahindra,10555.555555555557
Maruti Ciaz ZDi SHVS,2016,60000,Diesel,Individual,Manual,First Owner,9,Maruti,6666.666666666667
Mahindra Xylo D2 BS IV,2011,110000,Diesel,Individual,Manual,Second Owner,14,Mahindra,7857.142857142857
Tata Manza Aura Safire BS IV,2013,60000,Petrol,Individual,Manual,First Owner,12,Tata,5000.0
